Year,Method,Rank,Team
2014,Method_1,1,22
2014,Method_1,2,32
2014,Method_1,3,102
2014,Method_1,4,30
2014,Method_1,5,83
2014,Method_1,6,2
2014,Method_1,7,64
2014,Method_1,8,24
2014,Method_1,9,76
2014,Method_1,10,58
2014,Method_1,11,123
2014,Method_1,12,40
2014,Method_1,13,25
2014,Method_1,14,50
2014,Method_1,15,108
2014,Method_1,16,12
2014,Method_1,17,33
2014,Method_1,18,112
2014,Method_1,19,72
2014,Method_1,20,68
2014,Method_1,21,34
2014,Method_1,22,103
2014,Method_1,23,96
2014,Method_1,24,87
2014,Method_1,25,35
2014,Method_1,26,52
2014,Method_1,27,42
2014,Method_1,28,66
2014,Method_1,29,46
2014,Method_1,30,73
2014,Method_1,31,118
2014,Method_1,32,113
2014,Method_1,33,23
2014,Method_1,34,81
2014,Method_1,35,9
2014,Method_1,36,26
2014,Method_1,37,8
2014,Method_1,38,93
2014,Method_1,39,75
2014,Method_1,40,65
2014,Method_1,41,70
2014,Method_1,42,85
2014,Method_1,43,36
2014,Method_1,44,28
2014,Method_1,45,98
2014,Method_1,46,3
2014,Method_1,47,53
2014,Method_1,48,16
2014,Method_1,49,14
2014,Method_1,50,29
2014,Method_1,51,115
2014,Method_1,52,104
2014,Method_1,53,60
2014,Method_1,54,44
2014,Method_1,55,71
2014,Method_1,56,5
2014,Method_1,57,91
2014,Method_1,58,45
2014,Method_1,59,54
2014,Method_1,60,74
2014,Method_1,61,4
2014,Method_1,62,89
2014,Method_1,63,51
2014,Method_1,64,31
2014,Method_1,65,84
2014,Method_1,66,17
2014,Method_1,67,111
2014,Method_1,68,38
2014,Method_1,69,20
2014,Method_1,70,99
2014,Method_1,71,90
2014,Method_1,72,107
2014,Method_1,73,110
2014,Method_1,74,55
2014,Method_1,75,101
2014,Method_1,76,116
2014,Method_1,77,47
2014,Method_1,78,109
2014,Method_1,79,57
2014,Method_1,80,97
2014,Method_1,81,88
2014,Method_1,82,117
2014,Method_1,83,95
2014,Method_1,84,56
2014,Method_1,85,62
2014,Method_1,86,94
2014,Method_1,87,80
2014,Method_1,88,59
2014,Method_1,89,19
2014,Method_1,90,122
2014,Method_1,91,100
2014,Method_1,92,63
2014,Method_1,93,1
2014,Method_1,94,120
2014,Method_1,95,39
2014,Method_1,96,6
2014,Method_1,97,67
2014,Method_1,98,86
2014,Method_1,99,121
2014,Method_1,100,21
2014,Method_1,101,114
2014,Method_1,102,119
2014,Method_1,103,105
2014,Method_1,104,18
2014,Method_1,105,0
2014,Method_1,106,106
2014,Method_1,107,78
2014,Method_1,108,7
2014,Method_1,109,43
2014,Method_1,110,27
2014,Method_1,111,48
2014,Method_1,112,37
2014,Method_1,113,79
2014,Method_1,114,13
2014,Method_1,115,77
2014,Method_1,116,41
2014,Method_1,117,61
2014,Method_1,118,11
2014,Method_1,119,49
2014,Method_1,120,92
2014,Method_1,121,10
2014,Method_1,122,15
2014,Method_1,123,82
2014,Method_1,124,69
2014,Method_2,1,22
2014,Method_2,2,32
2014,Method_2,3,25
2014,Method_2,4,2
2014,Method_2,5,24
2014,Method_2,6,40
2014,Method_2,7,123
2014,Method_2,8,34
2014,Method_2,9,87
2014,Method_2,10,68
2014,Method_2,11,50
2014,Method_2,12,52
2014,Method_2,13,83
2014,Method_2,14,81
2014,Method_2,15,96
2014,Method_2,16,33
2014,Method_2,17,30
2014,Method_2,18,8
2014,Method_2,19,23
2014,Method_2,20,103
2014,Method_2,21,70
2014,Method_2,22,35
2014,Method_2,23,72
2014,Method_2,24,9
2014,Method_2,25,102
2014,Method_2,26,73
2014,Method_2,27,58
2014,Method_2,28,42
2014,Method_2,29,60
2014,Method_2,30,64
2014,Method_2,31,118
2014,Method_2,32,46
2014,Method_2,33,76
2014,Method_2,34,108
2014,Method_2,35,53
2014,Method_2,36,93
2014,Method_2,37,89
2014,Method_2,38,85
2014,Method_2,39,113
2014,Method_2,40,26
2014,Method_2,41,75
2014,Method_2,42,36
2014,Method_2,43,65
2014,Method_2,44,66
2014,Method_2,45,112
2014,Method_2,46,12
2014,Method_2,47,110
2014,Method_2,48,31
2014,Method_2,49,14
2014,Method_2,50,29
2014,Method_2,51,44
2014,Method_2,52,98
2014,Method_2,53,91
2014,Method_2,54,54
2014,Method_2,55,3
2014,Method_2,56,45
2014,Method_2,57,71
2014,Method_2,58,38
2014,Method_2,59,111
2014,Method_2,60,28
2014,Method_2,61,88
2014,Method_2,62,95
2014,Method_2,63,116
2014,Method_2,64,4
2014,Method_2,65,55
2014,Method_2,66,122
2014,Method_2,67,109
2014,Method_2,68,84
2014,Method_2,69,16
2014,Method_2,70,107
2014,Method_2,71,51
2014,Method_2,72,90
2014,Method_2,73,104
2014,Method_2,74,119
2014,Method_2,75,5
2014,Method_2,76,47
2014,Method_2,77,20
2014,Method_2,78,117
2014,Method_2,79,62
2014,Method_2,80,115
2014,Method_2,81,74
2014,Method_2,82,56
2014,Method_2,83,19
2014,Method_2,84,6
2014,Method_2,85,17
2014,Method_2,86,7
2014,Method_2,87,99
2014,Method_2,88,57
2014,Method_2,89,101
2014,Method_2,90,1
2014,Method_2,91,94
2014,Method_2,92,97
2014,Method_2,93,121
2014,Method_2,94,100
2014,Method_2,95,0
2014,Method_2,96,80
2014,Method_2,97,120
2014,Method_2,98,39
2014,Method_2,99,67
2014,Method_2,100,18
2014,Method_2,101,63
2014,Method_2,102,105
2014,Method_2,103,86
2014,Method_2,104,59
2014,Method_2,105,106
2014,Method_2,106,21
2014,Method_2,107,61
2014,Method_2,108,41
2014,Method_2,109,114
2014,Method_2,110,78
2014,Method_2,111,43
2014,Method_2,112,27
2014,Method_2,113,11
2014,Method_2,114,37
2014,Method_2,115,79
2014,Method_2,116,48
2014,Method_2,117,92
2014,Method_2,118,13
2014,Method_2,119,10
2014,Method_2,120,77
2014,Method_2,121,49
2014,Method_2,122,15
2014,Method_2,123,82
2014,Method_2,124,69
2014,Method_3,1,123
2014,Method_3,2,22
2014,Method_3,3,34
2014,Method_3,4,40
2014,Method_3,5,2
2014,Method_3,6,81
2014,Method_3,7,52
2014,Method_3,8,68
2014,Method_3,9,50
2014,Method_3,10,87
2014,Method_3,11,24
2014,Method_3,12,35
2014,Method_3,13,25
2014,Method_3,14,32
2014,Method_3,15,23
2014,Method_3,16,103
2014,Method_3,17,102
2014,Method_3,18,42
2014,Method_3,19,108
2014,Method_3,20,60
2014,Method_3,21,8
2014,Method_3,22,96
2014,Method_3,23,53
2014,Method_3,24,58
2014,Method_3,25,31
2014,Method_3,26,30
2014,Method_3,27,70
2014,Method_3,28,72
2014,Method_3,29,93
2014,Method_3,30,64
2014,Method_3,31,110
2014,Method_3,32,85
2014,Method_3,33,36
2014,Method_3,34,12
2014,Method_3,35,54
2014,Method_3,36,66
2014,Method_3,37,76
2014,Method_3,38,33
2014,Method_3,39,38
2014,Method_3,40,112
2014,Method_3,41,73
2014,Method_3,42,89
2014,Method_3,43,83
2014,Method_3,44,119
2014,Method_3,45,113
2014,Method_3,46,9
2014,Method_3,47,46
2014,Method_3,48,91
2014,Method_3,49,26
2014,Method_3,50,88
2014,Method_3,51,4
2014,Method_3,52,118
2014,Method_3,53,3
2014,Method_3,54,75
2014,Method_3,55,29
2014,Method_3,56,65
2014,Method_3,57,122
2014,Method_3,58,28
2014,Method_3,59,44
2014,Method_3,60,62
2014,Method_3,61,116
2014,Method_3,62,20
2014,Method_3,63,95
2014,Method_3,64,111
2014,Method_3,65,71
2014,Method_3,66,16
2014,Method_3,67,14
2014,Method_3,68,57
2014,Method_3,69,5
2014,Method_3,70,56
2014,Method_3,71,115
2014,Method_3,72,47
2014,Method_3,73,84
2014,Method_3,74,99
2014,Method_3,75,98
2014,Method_3,76,80
2014,Method_3,77,121
2014,Method_3,78,74
2014,Method_3,79,51
2014,Method_3,80,117
2014,Method_3,81,104
2014,Method_3,82,17
2014,Method_3,83,97
2014,Method_3,84,94
2014,Method_3,85,55
2014,Method_3,86,101
2014,Method_3,87,100
2014,Method_3,88,7
2014,Method_3,89,19
2014,Method_3,90,43
2014,Method_3,91,107
2014,Method_3,92,6
2014,Method_3,93,45
2014,Method_3,94,18
2014,Method_3,95,59
2014,Method_3,96,63
2014,Method_3,97,61
2014,Method_3,98,21
2014,Method_3,99,90
2014,Method_3,100,86
2014,Method_3,101,27
2014,Method_3,102,114
2014,Method_3,103,106
2014,Method_3,104,79
2014,Method_3,105,78
2014,Method_3,106,109
2014,Method_3,107,105
2014,Method_3,108,37
2014,Method_3,109,41
2014,Method_3,110,48
2014,Method_3,111,67
2014,Method_3,112,120
2014,Method_3,113,77
2014,Method_3,114,49
2014,Method_3,115,13
2014,Method_3,116,39
2014,Method_3,117,1
2014,Method_3,118,0
2014,Method_3,119,92
2014,Method_3,120,10
2014,Method_3,121,11
2014,Method_3,122,82
2014,Method_3,123,15
2014,Method_3,124,69
2014,Method_4,1,22
2014,Method_4,2,123
2014,Method_4,3,2
2014,Method_4,4,40
2014,Method_4,5,25
2014,Method_4,6,32
2014,Method_4,7,24
2014,Method_4,8,68
2014,Method_4,9,87
2014,Method_4,10,52
2014,Method_4,11,102
2014,Method_4,12,34
2014,Method_4,13,103
2014,Method_4,14,50
2014,Method_4,15,30
2014,Method_4,16,23
2014,Method_4,17,83
2014,Method_4,18,72
2014,Method_4,19,58
2014,Method_4,20,108
2014,Method_4,21,81
2014,Method_4,22,8
2014,Method_4,23,33
2014,Method_4,24,64
2014,Method_4,25,96
2014,Method_4,26,76
2014,Method_4,27,35
2014,Method_4,28,42
2014,Method_4,29,70
2014,Method_4,30,12
2014,Method_4,31,46
2014,Method_4,32,60
2014,Method_4,33,66
2014,Method_4,34,112
2014,Method_4,35,9
2014,Method_4,36,73
2014,Method_4,37,36
2014,Method_4,38,53
2014,Method_4,39,118
2014,Method_4,40,93
2014,Method_4,41,26
2014,Method_4,42,89
2014,Method_4,43,3
2014,Method_4,44,85
2014,Method_4,45,110
2014,Method_4,46,65
2014,Method_4,47,31
2014,Method_4,48,14
2014,Method_4,49,75
2014,Method_4,50,113
2014,Method_4,51,28
2014,Method_4,52,111
2014,Method_4,53,71
2014,Method_4,54,54
2014,Method_4,55,44
2014,Method_4,56,91
2014,Method_4,57,55
2014,Method_4,58,29
2014,Method_4,59,116
2014,Method_4,60,16
2014,Method_4,61,104
2014,Method_4,62,5
2014,Method_4,63,88
2014,Method_4,64,45
2014,Method_4,65,38
2014,Method_4,66,47
2014,Method_4,67,98
2014,Method_4,68,115
2014,Method_4,69,17
2014,Method_4,70,4
2014,Method_4,71,74
2014,Method_4,72,90
2014,Method_4,73,95
2014,Method_4,74,84
